"Loco","PERIOD","n_chamado","n_total","callrate_pct"
"Dal_06:54169646-54169680",3,14,24,58.33
"Dal_06:54180091-54180129",4,13,24,54.17
"Dal_06:54180199-54180232",6,15,24,62.5
"Dal_06:54182548-54182577",2,0,24,0
"Dal_06:54187319-54187346",2,7,24,29.17
"Dal_06:54192928-54192964",2,7,24,29.17
"Dal_06:54195959-54195991",7,14,24,58.33
"Dal_06:54230243-54230278",3,17,24,70.83
"Dal_06:54290623-54290667",2,2,24,8.33
"Dal_06:54304124-54304179",2,0,24,0
"Dal_06:54318997-54319025",2,9,24,37.5
"Dal_06:54326031-54326088",3,13,24,54.17
"Dal_06:54352192-54352259",2,2,24,8.33
"Dal_06:54355591-54355615",3,14,24,58.33
"Dal_06:54358178-54358216",2,13,24,54.17
"Dal_06:54358782-54358811",6,8,24,33.33
"Dal_06:54363331-54363356",3,9,24,37.5
"Dal_06:54367454-54367496",2,6,24,25
"Dal_06:54369478-54369510",3,11,24,45.83
"Dal_06:54401256-54401285",9,14,24,58.33
"Dal_06:54410434-54410459",4,14,24,58.33
"Dal_06:54437345-54437407",2,5,24,20.83
"Dal_06:54447862-54447905",2,3,24,12.5
"Dal_06:54481752-54481791",2,10,24,41.67
"Dal_06:54499987-54500014",3,9,24,37.5
"Dal_06:54505899-54505931",2,10,24,41.67
"Dal_06:54539746-54539773",2,6,24,25
"Dal_06:54544705-54544731",1,1,24,4.17
"Dal_06:54616728-54616786",2,2,24,8.33
"Dal_06:54624919-54624943",6,12,24,50
"Dal_06:54626544-54626571",3,15,24,62.5
"Dal_06:54635248-54635313",2,0,24,0
"Dal_06:54635592-54635626",2,7,24,29.17
"Dal_06:54636767-54636832",2,8,24,33.33
"Dal_06:54685672-54685711",3,5,24,20.83
"Dal_06:54743175-54743220",3,9,24,37.5
"Dal_06:54752570-54752613",2,2,24,8.33
"Dal_06:54853831-54853856",3,15,24,62.5
"Dal_06:54858881-54858920",2,6,24,25
"Dal_06:54893451-54893475",2,7,24,29.17
"Dal_06:54919512-54919550",2,8,24,33.33
"Dal_06:54920095-54920130",2,3,24,12.5
"Dal_06:54977430-54977454",2,1,24,4.17
"Dal_06:54988308-54988364",2,7,24,29.17
"Dal_06:55034346-55034378",2,3,24,12.5
"Dal_06:55048417-55048450",7,15,24,62.5
"Dal_06:55060867-55060898",2,5,24,20.83
"Dal_06:55077659-55077693",2,6,24,25
"Dal_06:55080529-55080567",2,5,24,20.83
"Dal_06:55095828-55095852",8,0,24,0
"Dal_06:55101557-55101581",3,11,24,45.83
"Dal_06:55124030-55124089",2,5,24,20.83
"Dal_06:55130879-55130907",3,13,24,54.17
"Dal_06:55131615-55131669",6,17,24,70.83
"Dal_06:55133660-55133690",2,10,24,41.67
"Dal_06:55150670-55150713",2,2,24,8.33
"Dal_06:55151054-55151088",2,13,24,54.17
"Dal_06:55152455-55152495",7,1,24,4.17
"Dal_06:55156882-55156910",3,11,24,45.83
"Dal_06:55174201-55174234",2,5,24,20.83
"Dal_06:55210496-55210532",2,5,24,20.83
"Dal_06:55221534-55221590",2,3,24,12.5
"Dal_06:55228916-55228946",2,12,24,50
"Dal_06:55235066-55235110",3,11,24,45.83
"Dal_06:55256273-55256308",3,3,24,12.5
"Dal_06:55301876-55301917",2,4,24,16.67
"Dal_06:55322210-55322237",6,4,24,16.67
"Dal_06:55342055-55342085",2,0,24,0
"Dal_06:55343250-55343309",3,2,24,8.33
"Dal_06:55347569-55347611",7,8,24,33.33
"Dal_06:55413969-55413993",6,1,24,4.17
"Dal_06:55430240-55430264",2,3,24,12.5
"Dal_06:55549844-55549873",6,4,24,16.67
"Dal_06:55576371-55576412",3,2,24,8.33
"Dal_06:55630593-55630633",6,7,24,29.17
"Dal_06:55640379-55640405",3,10,24,41.67
"Dal_06:55640811-55640850",3,12,24,50
"Dal_06:55655730-55655754",1,0,24,0
"Dal_06:55660023-55660055",2,10,24,41.67
"Dal_06:55706179-55706215",2,5,24,20.83
"Dal_06:55716119-55716144",2,3,24,12.5
"Dal_06:55724185-55724231",2,5,24,20.83
"Dal_06:55789833-55789860",6,8,24,33.33
"Dal_06:55849219-55849243",8,6,24,25
"Dal_06:55858653-55858712",2,1,24,4.17
"Dal_06:55944327-55944352",3,13,24,54.17
"Dal_06:55955269-55955317",3,18,24,75
"Dal_06:55998587-55998628",2,2,24,8.33
"Dal_06:56020901-56020944",3,4,24,16.67
"Dal_06:56039960-56039984",2,9,24,37.5
"Dal_06:56041142-56041171",8,16,24,66.67
"Dal_06:56072364-56072390",7,15,24,62.5
"Dal_06:56088907-56088953",2,7,24,29.17
"Dal_06:56136738-56136763",3,2,24,8.33
"Dal_06:56137369-56137393",4,4,24,16.67
"Dal_06:56141919-56141954",2,0,24,0
"Dal_06:56143473-56143502",6,8,24,33.33
"Dal_06:56147250-56147277",2,4,24,16.67
"Dal_06:56149178-56149209",4,5,24,20.83
"Dal_06:56162234-56162260",2,6,24,25
"Dal_06:56163657-56163691",6,9,24,37.5
"Dal_06:56180567-56180591",2,9,24,37.5
"Dal_06:56188582-56188611",2,1,24,4.17
"Dal_06:56190857-56190889",1,0,24,0
"Dal_06:56194260-56194285",3,6,24,25
"Dal_06:56218109-56218143",2,1,24,4.17
"Dal_06:56224734-56224762",3,10,24,41.67
"Dal_06:56229233-56229278",2,1,24,4.17
"Dal_06:56229835-56229877",2,4,24,16.67
"Dal_06:56248707-56248765",2,0,24,0
"Dal_06:56253995-56254024",2,8,24,33.33
"Dal_06:56260832-56260868",6,10,24,41.67
"Dal_06:56269297-56269324",2,10,24,41.67
"Dal_06:56269735-56269759",5,14,24,58.33
"Dal_06:56291473-56291509",2,4,24,16.67
"Dal_06:56298900-56298939",6,15,24,62.5
"Dal_06:56312832-56312879",3,14,24,58.33
"Dal_06:56314960-56314985",7,0,24,0
"Dal_06:56319537-56319561",2,15,24,62.5
"Dal_06:56321794-56321820",2,8,24,33.33
"Dal_06:56322367-56322402",3,8,24,33.33
"Dal_06:56322976-56323007",3,13,24,54.17
"Dal_06:56324413-56324442",5,10,24,41.67
"Dal_06:56335483-56335508",8,19,24,79.17
"Dal_06:56345671-56345717",3,11,24,45.83
"Dal_06:56349828-56349856",8,13,24,54.17
"Dal_06:56351452-56351490",2,7,24,29.17
"Dal_06:56363810-56363857",2,5,24,20.83
"Dal_06:56393875-56393921",4,2,24,8.33
"Dal_06:56413987-56414051",2,7,24,29.17
"Dal_06:56427119-56427147",6,15,24,62.5
"Dal_06:56431421-56431458",2,7,24,29.17
"Dal_06:56441589-56441639",2,9,24,37.5
"Dal_06:56444809-56444834",7,11,24,45.83
"Dal_06:56447040-56447078",2,10,24,41.67
"Dal_06:56463145-56463172",1,4,24,16.67
"Dal_06:56463462-56463494",3,13,24,54.17
"Dal_06:56464616-56464662",2,13,24,54.17
"Dal_06:56467381-56467410",4,14,24,58.33
"Dal_06:56511808-56511833",5,19,24,79.17
"Dal_06:56535715-56535743",5,20,24,83.33
"Dal_06:56538298-56538338",2,1,24,4.17
"Dal_06:56559407-56559436",4,6,24,25
"Dal_06:56585757-56585785",6,17,24,70.83
"Dal_06:56603445-56603487",2,9,24,37.5
"Dal_06:56606645-56606670",3,14,24,58.33
"Dal_06:56673750-56673791",3,1,24,4.17
"Dal_06:56696902-56696955",4,12,24,50
"Dal_06:56703893-56703925",2,1,24,4.17
"Dal_06:56705743-56705767",2,1,24,4.17
"Dal_06:56719096-56719134",4,9,24,37.5
"Dal_06:56743870-56743898",2,2,24,8.33
"Dal_06:56744274-56744307",7,20,24,83.33
"Dal_06:56744622-56744665",2,12,24,50
"Dal_06:56749724-56749756",3,11,24,45.83
"Dal_06:56753265-56753291",2,1,24,4.17
"Dal_06:56769248-56769280",3,13,24,54.17
"Dal_06:56798950-56798978",2,15,24,62.5
"Dal_06:56805988-56806037",2,7,24,29.17
"Dal_06:56817383-56817424",8,12,24,50
"Dal_06:56825538-56825578",3,2,24,8.33
"Dal_06:56949263-56949296",3,8,24,33.33
"Dal_06:56951685-56951715",4,6,24,25
"Dal_06:57003362-57003394",3,5,24,20.83
"Dal_06:57003807-57003832",8,12,24,50
"Dal_06:57009740-57009798",3,9,24,37.5
"Dal_06:57058217-57058272",3,12,24,50
"Dal_06:57087277-57087305",2,5,24,20.83
"Dal_06:57101126-57101151",2,4,24,16.67
"Dal_06:57101833-57101880",2,7,24,29.17
"Dal_06:57135019-57135078",3,6,24,25
"Dal_06:57154861-57154890",3,13,24,54.17
"Dal_06:57156406-57156462",3,12,24,50
"Dal_06:57174153-57174190",2,9,24,37.5
"Dal_06:57175450-57175474",7,13,24,54.17
"Dal_06:57176474-57176508",3,15,24,62.5
"Dal_06:57177490-57177519",2,13,24,54.17
"Dal_06:57177995-57178029",2,11,24,45.83
"Dal_06:57208181-57208213",2,9,24,37.5
"Dal_06:57228350-57228381",2,7,24,29.17
"Dal_06:57238707-57238735",3,8,24,33.33
"Dal_06:57258969-57259012",2,4,24,16.67
"Dal_06:57388137-57388162",4,5,24,20.83
"Dal_06:57397745-57397803",2,1,24,4.17
"Dal_06:57409978-57410005",6,10,24,41.67
"Dal_06:57431816-57431843",6,14,24,58.33
"Dal_06:57435721-57435755",3,9,24,37.5
"Dal_06:57450725-57450769",2,8,24,33.33
"Dal_06:57452634-57452676",2,8,24,33.33
"Dal_06:57481467-57481495",2,6,24,25
"Dal_06:57531390-57531415",2,7,24,29.17
"Dal_06:57531607-57531658",2,0,24,0
"Dal_06:57533316-57533356",2,5,24,20.83
"Dal_06:57552098-57552133",2,2,24,8.33
"Dal_06:57568228-57568253",2,5,24,20.83
"Dal_06:57599404-57599439",2,9,24,37.5
"Dal_06:57607068-57607115",4,4,24,16.67
"Dal_06:57607889-57607917",2,16,24,66.67
"Dal_06:57608996-57609024",1,5,24,20.83
"Dal_06:57627758-57627810",2,12,24,50
"Dal_06:57630067-57630109",2,7,24,29.17
"Dal_06:57635445-57635477",2,6,24,25
"Dal_06:57643656-57643684",2,7,24,29.17
"Dal_06:57644468-57644528",4,13,24,54.17
"Dal_06:57648404-57648458",2,1,24,4.17
"Dal_06:57683115-57683143",2,3,24,12.5
"Dal_06:57688354-57688418",2,7,24,29.17
"Dal_06:57689346-57689412",4,10,24,41.67
"Dal_06:57692114-57692155",5,14,24,58.33
"Dal_06:57708624-57708649",2,9,24,37.5
"Dal_06:57711866-57711926",2,12,24,50
"Dal_06:57717772-57717808",3,15,24,62.5
"Dal_06:57731597-57731623",4,15,24,62.5
"Dal_06:57749705-57749733",6,0,24,0
"Dal_06:57845117-57845141",3,8,24,33.33
"Dal_06:57851174-57851229",3,10,24,41.67
"Dal_06:57855617-57855648",7,23,24,95.83
"Dal_06:57865165-57865206",2,4,24,16.67
"Dal_06:57946810-57946868",2,0,24,0
"Dal_06:57951383-57951432",3,1,24,4.17
"Dal_06:57953191-57953232",2,4,24,16.67
"Dal_06:57975018-57975057",4,9,24,37.5
"Dal_06:57985554-57985578",3,18,24,75
"Dal_06:57994590-57994620",2,14,24,58.33
"Dal_06:57998178-57998209",2,2,24,8.33
"Dal_06:58023048-58023085",2,1,24,4.17
"Dal_06:58025203-58025236",5,10,24,41.67
"Dal_06:58028747-58028771",2,1,24,4.17
"Dal_06:58041549-58041586",2,10,24,41.67
"Dal_06:58052757-58052789",2,3,24,12.5
"Dal_06:58063586-58063619",2,4,24,16.67
"Dal_06:58073782-58073808",2,6,24,25
"Dal_06:58082859-58082908",2,3,24,12.5
"Dal_06:58087658-58087700",2,15,24,62.5
"Dal_06:58114037-58114061",3,10,24,41.67
"Dal_06:58120947-58120980",2,14,24,58.33
"Dal_06:58138304-58138353",2,8,24,33.33
"Dal_06:58140204-58140238",5,14,24,58.33
"Dal_06:58181766-58181790",3,15,24,62.5
"Dal_06:58201223-58201278",2,1,24,4.17
"Dal_06:58212065-58212111",2,5,24,20.83
"Dal_06:58216037-58216067",9,3,24,12.5
"Dal_06:58223830-58223865",2,4,24,16.67
"Dal_06:58231929-58231964",6,7,24,29.17
"Dal_06:58232970-58233021",2,4,24,16.67
"Dal_06:58248035-58248063",3,15,24,62.5
"Dal_06:58257020-58257050",7,9,24,37.5
"Dal_06:58264821-58264849",2,14,24,58.33
"Dal_06:58266077-58266128",2,0,24,0
"Dal_06:58288085-58288118",6,19,24,79.17
"Dal_06:58345471-58345521",2,4,24,16.67
"Dal_06:58347953-58347978",2,8,24,33.33
"Dal_06:58352601-58352625",7,1,24,4.17
"Dal_06:58372052-58372079",2,8,24,33.33
"Dal_06:58374881-58374922",3,12,24,50
"Dal_06:58389359-58389413",4,10,24,41.67
"Dal_06:58419097-58419156",2,5,24,20.83
"Dal_06:58454594-58454632",5,13,24,54.17
"Dal_06:58491523-58491548",6,16,24,66.67
"Dal_06:58498088-58498114",2,3,24,12.5
"Dal_06:58500933-58500979",2,0,24,0
"Dal_06:58519678-58519702",5,18,24,75
"Dal_06:58538187-58538212",7,12,24,50
"Dal_06:58552294-58552326",6,19,24,79.17
"Dal_06:58552915-58552947",3,12,24,50
"Dal_06:58577248-58577277",6,8,24,33.33
"Dal_06:58581545-58581584",3,16,24,66.67
"Dal_06:58587760-58587790",7,11,24,45.83
"Dal_06:58604454-58604505",2,2,24,8.33
"Dal_06:58610851-58610884",5,15,24,62.5
"Dal_06:58616024-58616056",6,16,24,66.67
"Dal_06:58624786-58624821",2,9,24,37.5
"Dal_06:58628313-58628346",3,12,24,50
"Dal_06:58634910-58634938",2,1,24,4.17
"Dal_06:58635960-58635987",3,9,24,37.5
"Dal_06:58650464-58650490",2,3,24,12.5
"Dal_06:58659344-58659373",8,13,24,54.17
"Dal_06:58665128-58665153",2,9,24,37.5
"Dal_06:58667609-58667637",8,12,24,50
"Dal_06:58689072-58689103",2,8,24,33.33
"Dal_06:58696733-58696758",7,12,24,50
"Dal_06:58698107-58698136",3,13,24,54.17
"Dal_06:58699042-58699069",2,9,24,37.5
"Dal_06:58732966-58732990",3,8,24,33.33
"Dal_06:58734113-58734144",6,16,24,66.67
"Dal_06:58737383-58737414",7,15,24,62.5
"Dal_06:58762538-58762573",6,13,24,54.17
"Dal_06:58762663-58762701",2,5,24,20.83
"Dal_06:58769199-58769242",2,9,24,37.5
"Dal_06:58783172-58783205",4,14,24,58.33
"Dal_06:58794400-58794428",3,16,24,66.67
"Dal_06:58795407-58795437",6,22,24,91.67
"Dal_06:58830922-58830954",6,13,24,54.17
"Dal_06:58837577-58837604",7,17,24,70.83
"Dal_06:58843189-58843231",2,7,24,29.17
"Dal_06:58864153-58864181",2,14,24,58.33
"Dal_06:58869711-58869736",3,5,24,20.83
"Dal_06:58878849-58878899",5,9,24,37.5
"Dal_06:58885429-58885463",2,9,24,37.5
"Dal_06:58887671-58887702",2,6,24,25
"Dal_06:58900473-58900518",3,18,24,75
"Dal_06:58928792-58928820",5,23,24,95.83
"Dal_06:58933210-58933234",3,16,24,66.67
"Dal_06:58956243-58956284",3,9,24,37.5
"Dal_06:58960740-58960764",3,8,24,33.33
"Dal_06:58968731-58968772",3,6,24,25
"Dal_06:58979971-58980011",6,13,24,54.17
"Dal_06:58980506-58980541",2,12,24,50
"Dal_06:58991941-58991983",3,8,24,33.33
"Dal_06:58998031-58998066",6,6,24,25
"Dal_06:59005211-59005236",2,19,24,79.17
"Dal_06:59010637-59010667",2,4,24,16.67
"Dal_06:59015118-59015149",7,17,24,70.83
"Dal_06:59015242-59015273",3,11,24,45.83
"Dal_06:59037464-59037491",2,5,24,20.83
"Dal_06:59039694-59039722",3,7,24,29.17
"Dal_06:59091736-59091765",2,1,24,4.17
"Dal_06:59095090-59095116",4,15,24,62.5
"Dal_06:59101697-59101763",4,1,24,4.17
"Dal_06:59122095-59122124",2,11,24,45.83
"Dal_06:59125979-59126037",2,1,24,4.17
"Dal_06:59133101-59133129",4,12,24,50
"Dal_06:59133292-59133339",3,13,24,54.17
"Dal_06:59163014-59163047",6,17,24,70.83
"Dal_06:59173986-59174012",2,9,24,37.5
"Dal_06:59190322-59190357",2,5,24,20.83
"Dal_06:59205560-59205596",2,7,24,29.17
"Dal_06:59240572-59240635",2,10,24,41.67
"Dal_06:59260285-59260354",2,3,24,12.5
"Dal_06:59268465-59268531",2,5,24,20.83
"Dal_06:59312465-59312505",2,2,24,8.33
"Dal_06:59313347-59313381",2,13,24,54.17
"Dal_06:59335640-59335680",2,5,24,20.83
"Dal_06:59338927-59338964",3,13,24,54.17
"Dal_06:59367532-59367560",2,6,24,25
"Dal_06:59368736-59368773",2,9,24,37.5
"Dal_06:59386549-59386579",2,11,24,45.83
"Dal_06:59392984-59393012",2,11,24,45.83
"Dal_06:59433811-59433875",4,3,24,12.5
"Dal_06:59435854-59435923",2,0,24,0
"Dal_06:59444464-59444520",2,2,24,8.33
"Dal_06:59452924-59452951",2,8,24,33.33
"Dal_06:59454248-59454301",2,4,24,16.67
"Dal_06:59455038-59455073",2,13,24,54.17
"Dal_06:59462904-59462944",2,11,24,45.83
"Dal_06:59482263-59482329",2,8,24,33.33
"Dal_06:59494949-59494975",2,0,24,0
"Dal_06:59529560-59529591",2,9,24,37.5
"Dal_06:59535965-59535991",2,13,24,54.17
"Dal_06:59567899-59567960",2,1,24,4.17
"Dal_06:59592705-59592742",2,6,24,25
"Dal_06:59594660-59594684",2,10,24,41.67
"Dal_06:59601809-59601845",2,2,24,8.33
"Dal_06:59629382-59629417",2,6,24,25
"Dal_06:59630518-59630549",2,9,24,37.5
"Dal_06:59632290-59632314",8,4,24,16.67
"Dal_06:59633602-59633633",3,7,24,29.17
"Dal_06:59659072-59659115",4,12,24,50
"Dal_06:59688226-59688263",3,13,24,54.17
"Dal_06:59700381-59700407",2,4,24,16.67
"Dal_06:59736988-59737017",4,14,24,58.33
"Dal_06:59769208-59769241",6,22,24,91.67
"Dal_06:59777035-59777063",2,4,24,16.67
"Dal_06:59802011-59802078",2,10,24,41.67
"Dal_06:59810147-59810173",2,9,24,37.5
"Dal_06:59810329-59810365",2,6,24,25
"Dal_06:59825433-59825457",2,6,24,25
"Dal_06:59933315-59933340",3,7,24,29.17
"Dal_06:59986159-59986183",3,9,24,37.5
"Dal_06:60036564-60036625",3,13,24,54.17
"Dal_06:60036858-60036891",6,8,24,33.33
"Dal_06:60041696-60041721",2,4,24,16.67
"Dal_06:60059479-60059503",7,1,24,4.17
"Dal_06:60195948-60195973",2,2,24,8.33
"Dal_06:60197697-60197728",3,11,24,45.83
"Dal_06:60211686-60211727",2,7,24,29.17
"Dal_06:60221626-60221684",3,2,24,8.33
"Dal_06:60239768-60239797",2,9,24,37.5
"Dal_06:60251268-60251295",3,10,24,41.67
"Dal_06:60254264-60254294",2,15,24,62.5
"Dal_06:60274708-60274751",2,0,24,0
"Dal_06:60336634-60336690",2,6,24,25
"Dal_06:60375932-60375966",2,10,24,41.67
"Dal_06:60386121-60386149",5,14,24,58.33
"Dal_06:60389173-60389216",7,16,24,66.67
"Dal_06:60390080-60390104",7,10,24,41.67
"Dal_06:60401374-60401430",2,9,24,37.5
"Dal_06:60497462-60497492",2,12,24,50
"Dal_06:60498500-60498528",2,3,24,12.5
"Dal_06:60500191-60500219",2,6,24,25
"Dal_06:60519478-60519516",4,14,24,58.33
"Dal_06:60521325-60521353",5,15,24,62.5
"Dal_06:60523881-60523943",4,7,24,29.17
"Dal_06:60528323-60528371",2,5,24,20.83
"Dal_06:60536661-60536686",4,18,24,75
"Dal_06:60556165-60556191",2,15,24,62.5
"Dal_06:60557360-60557393",2,8,24,33.33
"Dal_06:60576163-60576201",2,2,24,8.33
"Dal_06:60581411-60581443",2,0,24,0
"Dal_06:60618756-60618797",2,8,24,33.33
"Dal_06:60652885-60652913",2,9,24,37.5
"Dal_06:60663038-60663077",2,16,24,66.67
"Dal_06:60677286-60677310",2,7,24,29.17
"Dal_06:60685861-60685886",3,18,24,75
"Dal_06:60686198-60686259",3,16,24,66.67
"Dal_06:60689068-60689092",7,13,24,54.17
"Dal_06:60693613-60693680",2,0,24,0
"Dal_06:60704736-60704786",2,3,24,12.5
"Dal_06:60718429-60718459",3,10,24,41.67
"Dal_06:60731037-60731079",3,3,24,12.5
"Dal_06:60760473-60760521",3,2,24,8.33
"Dal_06:60766057-60766081",6,3,24,12.5
"Dal_06:60774186-60774217",2,6,24,25
"Dal_06:60785422-60785452",7,6,24,25
"Dal_06:60821690-60821715",3,3,24,12.5
"Dal_06:60826263-60826292",3,1,24,4.17
"Dal_06:60833028-60833060",3,4,24,16.67
"Dal_06:60867432-60867467",2,0,24,0
"Dal_06:60871634-60871677",2,5,24,20.83
"Dal_06:60898772-60898805",2,6,24,25
"Dal_06:60902449-60902473",2,6,24,25
"Dal_06:60915756-60915816",2,7,24,29.17
"Dal_06:60941848-60941890",3,16,24,66.67
"Dal_06:60985372-60985414",2,3,24,12.5
"Dal_06:60991177-60991213",2,3,24,12.5
"Dal_06:60994362-60994389",2,8,24,33.33
"Dal_06:61008925-61008949",2,1,24,4.17
"Dal_06:61019978-61020007",2,7,24,29.17
"Dal_06:61021810-61021837",2,15,24,62.5
"Dal_06:61033132-61033158",6,16,24,66.67
"Dal_06:61090795-61090824",3,3,24,12.5
"Dal_06:61108537-61108562",2,9,24,37.5
"Dal_06:61546922-61546949",2,11,24,45.83
"Dal_06:61551858-61551882",2,9,24,37.5
"Dal_06:61558469-61558517",7,18,24,75
"Dal_06:61613351-61613382",6,15,24,62.5
"Dal_06:61627557-61627600",9,0,24,0
"Dal_06:61669732-61669762",2,2,24,8.33
"Dal_06:61716598-61716626",2,3,24,12.5
"Dal_06:61764244-61764270",4,10,24,41.67
"Dal_06:61765203-61765228",3,18,24,75
"Dal_06:61770448-61770496",3,5,24,20.83
"Dal_06:61777545-61777575",2,4,24,16.67
"Dal_06:61789949-61789992",2,8,24,33.33
"Dal_06:61829210-61829250",2,7,24,29.17
"Dal_06:61845839-61845871",3,20,24,83.33
"Dal_06:61859864-61859895",3,10,24,41.67
"Dal_06:61898983-61899011",1,0,24,0
"Dal_06:61916119-61916149",2,4,24,16.67
"Dal_06:61928624-61928652",2,1,24,4.17
"Dal_06:61958936-61958962",2,11,24,45.83
"Dal_06:61963586-61963628",4,14,24,58.33
"Dal_06:61986503-61986527",2,12,24,50
"Dal_06:61986918-61986950",2,4,24,16.67
"Dal_06:61987222-61987253",2,13,24,54.17
"Dal_06:61990622-61990652",4,17,24,70.83
"Dal_06:62036211-62036241",4,1,24,4.17
"Dal_06:62040831-62040870",2,10,24,41.67
"Dal_06:62050826-62050867",2,7,24,29.17
"Dal_06:62072532-62072562",3,11,24,45.83
"Dal_06:62072931-62072964",3,13,24,54.17
"Dal_06:62090233-62090263",6,16,24,66.67
"Dal_06:62113616-62113640",3,10,24,41.67
"Dal_06:62114098-62114143",2,9,24,37.5
"Dal_06:62114818-62114880",2,2,24,8.33
"Dal_06:62128074-62128103",7,14,24,58.33
"Dal_06:62160874-62160899",2,2,24,8.33
"Dal_06:62189393-62189418",3,16,24,66.67
"Dal_06:62192765-62192794",2,9,24,37.5
"Dal_06:62193233-62193269",2,4,24,16.67
"Dal_06:62201601-62201670",3,10,24,41.67
"Dal_06:62237840-62237891",3,16,24,66.67
"Dal_06:62255919-62255949",2,4,24,16.67
"Dal_06:62257131-62257163",3,16,24,66.67
"Dal_06:62266658-62266682",5,24,24,100
"Dal_06:62312532-62312556",2,14,24,58.33
"Dal_06:62312654-62312681",2,11,24,45.83
"Dal_06:62313946-62314004",2,7,24,29.17
"Dal_06:62331160-62331195",2,13,24,54.17
"Dal_06:62342705-62342733",6,15,24,62.5
"Dal_06:62344380-62344438",6,4,24,16.67
"Dal_06:62352353-62352384",2,9,24,37.5
"Dal_06:62370611-62370638",3,11,24,45.83
"Dal_06:62372373-62372401",2,1,24,4.17
"Dal_06:62382490-62382522",2,10,24,41.67
"Dal_06:62394971-62395008",3,16,24,66.67
"Dal_06:62418198-62418226",2,3,24,12.5
"Dal_06:62423069-62423097",3,16,24,66.67
"Dal_06:62424073-62424104",3,22,24,91.67
"Dal_06:62437888-62437923",3,15,24,62.5
"Dal_06:62489997-62490025",9,8,24,33.33
"Dal_06:62490169-62490197",2,9,24,37.5
"Dal_06:62503763-62503788",5,18,24,75
"Dal_06:62510686-62510730",2,7,24,29.17
"Dal_06:62537721-62537745",1,1,24,4.17
"Dal_06:62600882-62600913",3,15,24,62.5
"Dal_06:62606601-62606625",2,6,24,25
"Dal_06:62621246-62621274",6,15,24,62.5
"Dal_06:62627111-62627157",2,2,24,8.33
"Dal_06:62638318-62638345",9,19,24,79.17
"Dal_06:62642008-62642042",4,14,24,58.33
"Dal_06:62654488-62654516",3,21,24,87.5
"Dal_06:62667475-62667512",2,4,24,16.67
"Dal_06:62672485-62672509",2,8,24,33.33
"Dal_06:62677811-62677846",2,3,24,12.5
"Dal_06:62745958-62745988",7,10,24,41.67
"Dal_06:62760077-62760105",7,13,24,54.17
"Dal_06:62781590-62781618",2,9,24,37.5
"Dal_06:62795061-62795097",4,0,24,0
"Dal_06:62835160-62835190",2,9,24,37.5
"Dal_06:62845836-62845891",4,10,24,41.67
"Dal_06:62851025-62851078",2,5,24,20.83
"Dal_06:62871924-62871949",2,8,24,33.33
"Dal_06:62872693-62872718",1,4,24,16.67
"Dal_06:62873499-62873538",5,22,24,91.67
"Dal_06:62874139-62874171",2,9,24,37.5
"Dal_06:62874607-62874673",2,0,24,0
"Dal_06:62875537-62875564",5,17,24,70.83
"Dal_06:62881571-62881597",2,7,24,29.17
"Dal_06:62894201-62894241",2,4,24,16.67
"Dal_06:62894767-62894805",4,7,24,29.17
"Dal_06:62903505-62903535",2,20,24,83.33
"Dal_06:62906438-62906475",3,15,24,62.5
"Dal_06:62963055-62963085",2,10,24,41.67
"Dal_06:62983239-62983266",2,2,24,8.33
"Dal_06:63006657-63006686",3,12,24,50
"Dal_06:63023505-63023533",3,11,24,45.83
"Dal_06:63100545-63100574",2,9,24,37.5
"Dal_06:63120184-63120212",3,12,24,50
"Dal_06:63129248-63129272",2,6,24,25
"Dal_06:63131224-63131251",4,10,24,41.67
"Dal_06:63131543-63131569",3,13,24,54.17
"Dal_06:63152987-63153013",4,10,24,41.67
"Dal_06:63154766-63154794",6,19,24,79.17
"Dal_06:63160425-63160490",2,3,24,12.5
"Dal_06:63170630-63170672",2,10,24,41.67
"Dal_06:63170761-63170798",5,9,24,37.5
"Dal_06:63179479-63179507",6,14,24,58.33
"Dal_06:63218440-63218465",3,5,24,20.83
"Dal_06:63250850-63250882",2,6,24,25
"Dal_06:63257849-63257876",5,18,24,75
"Dal_06:63263473-63263537",2,5,24,20.83
"Dal_06:63278611-63278640",2,5,24,20.83
"Dal_06:63291062-63291094",9,10,24,41.67
"Dal_06:63291983-63292014",3,12,24,50
"Dal_06:63294949-63294975",6,17,24,70.83
"Dal_06:63318503-63318533",7,18,24,75
"Dal_06:63359340-63359377",2,2,24,8.33
"Dal_06:63365388-63365413",1,0,24,0
"Dal_06:63370330-63370368",4,7,24,29.17
"Dal_06:63387187-63387239",3,12,24,50
"Dal_06:63401109-63401148",6,0,24,0
"Dal_06:63411460-63411503",2,6,24,25
"Dal_06:63424346-63424375",6,11,24,45.83
"Dal_06:63449741-63449772",2,16,24,66.67
"Dal_06:63558446-63558490",2,1,24,4.17
"Dal_06:63563433-63563462",2,2,24,8.33
"Dal_06:63600726-63600754",2,7,24,29.17
"Dal_06:63601217-63601241",7,21,24,87.5
"Dal_06:63615769-63615798",2,9,24,37.5
"Dal_06:63623469-63623494",1,0,24,0
"Dal_06:63649437-63649464",3,12,24,50
"Dal_06:63649719-63649744",1,0,24,0
"Dal_06:63655007-63655035",2,10,24,41.67
"Dal_06:63667821-63667877",3,0,24,0
"Dal_06:63696733-63696768",6,16,24,66.67
